广西移动魔百盒,#genre#
云南卫视,https://vip1.484947.xyz/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,https://vip1.484947.xyz/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,https://vip1.484947.xyz/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,https://vip1.484947.xyz/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,https://vip1.484947.xyz/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,https://vip1.484947.xyz/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,https://vip1.484947.xyz/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,https://vip1.484947.xyz/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,https://vip1.484947.xyz/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
广东少儿,https://vip1.484947.xyz/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
新动漫,https://vip1.484947.xyz/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0




梧州教育生活,https://gxyd.484947.xyz/PLTV/77777777/224/3221226444/index.m3u8?servicetype=1&&IASHttpSessionId=RR778520250111113355399717&ispcode=1108
梧州新闻综合,https://gxyd.484947.xyz/PLTV/77777777/224/3221226349/index.m3u8?servicetype=1&&IASHttpSessionId=RR778520250111113355399717&ispcode=1108
翡翠台,https://gdjd.484947.xyz/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视4K,https://gxyd.484947.xyz/PLTV/77777777/224/3221226468/index.m3u8?servicetype=1
